UNIQUE,ID,Name,Description,MEF-IC,mESC-nIC,RAW264.7-IC,mESC-IC,HL-1-IC,HL-1-RBDmap,Enzyme,Metabolism,"""Metabolic.Enzyme"""
Pdcd6,ENSMUSG00000021576,Pdcd6,programmed cell death 6,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pdcd6ip,ENSMUSG00000032504,Pdcd6ip,programmed cell death 6 interacting protein,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Pdha1,ENSMUSG00000031299,Pdha1,pyruvate dehydrogenase E1 alpha 1,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Pdia3,ENSMUSG00000027248,Pdia3,protein disulfide isomerase associated 3,no,YES,YES,YES,YES,YES,TRUE,FALSE,FALSE
Pdia4,ENSMUSG00000025823,Pdia4,protein disulfide isomerase associated 4,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Pdia6,ENSMUSG00000020571,Pdia6,protein disulfide isomerase associated 6,no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Pdk1,ENSMUSG00000006494,Pdk1,"pyruvate dehydrogenase kinase, isoenzyme 1",no,YES,no,no,no,no,TRUE,TRUE,TRUE
Pdk3,ENSMUSG00000035232,Pdk3,"pyruvate dehydrogenase kinase, isoenzyme 3",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Pdlim3,ENSMUSG00000031636,Pdlim3,PDZ and LIM domain 3,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Pdlim5,ENSMUSG00000028273,Pdlim5,PDZ and LIM domain 5,YES,no,no,no,no,no,FALSE,FALSE,FALSE
Pds5b,ENSMUSG00000034021,Pds5b,PDS5 cohesin associated factor B,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pdxdc1,ENSMUSG00000022680,Pdxdc1,pyridoxal-dependent decarboxylase domain containing 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pebp1,ENSMUSG00000032959,Pebp1,phosphatidylethanolamine binding protein 1,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Pecam1,ENSMUSG00000020717,Pecam1,platelet/endothelial cell adhesion molecule 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Peg10,ENSMUSG00000092035,Peg10,paternally expressed 10,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Pelp1,ENSMUSG00000018921,Pelp1,"proline, glutamic acid and leucine rich protein 1",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Pes1,ENSMUSG00000020430,Pes1,pescadillo ribosomal biogenesis factor 1,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Pfkm,ENSMUSG00000033065,Pfkm,"phosphofructokinase, muscle",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Pfkp,ENSMUSG00000021196,Pfkp,"phosphofructokinase, platelet",no,no,no,no,YES,no,TRUE,TRUE,TRUE
Pgk1,ENSMUSG00000062070,Pgk1,phosphoglycerate kinase 1,no,no,no,no,YES,YES,TRUE,TRUE,TRUE
Pgrmc2,ENSMUSG00000049940,Pgrmc2,progesterone receptor membrane component 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Phax,ENSMUSG00000008301,Phax,phosphorylated adaptor for RNA export,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Phb,ENSMUSG00000038845,Phb,prohibitin,no,YES,no,no,YES,YES,FALSE,FALSE,FALSE
Phb2,ENSMUSG00000004264,Phb2,prohibitin 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Phf20,ENSMUSG00000038116,Phf20,PHD finger protein 20,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Phf3,ENSMUSG00000048874,Phf3,PHD finger protein 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Phf5a,ENSMUSG00000061360,Phf5a,PHD finger protein 5A,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Phgdh,ENSMUSG00000053398,Phgdh,3-phosphoglycerate dehydrogenase,no,no,no,no,no,YES,TRUE,TRUE,TRUE
Phip,ENSMUSG00000032253,Phip,pleckstrin homology domain interacting protein,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Phldb1,ENSMUSG00000048537,Phldb1,"pleckstrin homology like domain, family B, member 1",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Picalm,ENSMUSG00000039361,Picalm,phosphatidylinositol binding clathrin assembly protein,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Pigs,ENSMUSG00000041958,Pigs,"phosphatidylinositol glycan anchor biosynthesis, class S",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pinx1,ENSMUSG00000021958,Pinx1,"PIN2/TERF1 interacting, telomerase inhibitor 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pitpna,ENSMUSG00000017781,Pitpna,"phosphatidylinositol transfer protein, alpha",no,no,YES,no,no,no,FALSE,FALSE,FALSE
Pitrm1,ENSMUSG00000021193,Pitrm1,pitrilysin metallepetidase 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pkm,ENSMUSG00000032294,Pkm,"pyruvate kinase, muscle",no,YES,YES,YES,no,no,TRUE,TRUE,TRUE
Pkp1,ENSMUSG00000026413,Pkp1,plakophilin 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Pkp2,ENSMUSG00000041957,Pkp2,plakophilin 2,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Plcb3,ENSMUSG00000024960,Plcb3,"phospholipase C, beta 3",no,YES,no,no,no,no,TRUE,TRUE,TRUE
Plec,ENSMUSG00000022565,Plec,plectin,YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
Plek,ENSMUSG00000020120,Plek,pleckstrin,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Plekha7,ENSMUSG00000045659,Plekha7,"pleckstrin homology domain containing, family A member 7",no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Plrg1,ENSMUSG00000027998,Plrg1,pleiotropic regulator 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pnisr,ENSMUSG00000028248,Pnisr,PNN interacting serine/arginine-rich,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pnkp,ENSMUSG00000002963,Pnkp,polynucleotide kinase 3'- phosphatase,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Pnn,ENSMUSG00000020994,Pnn,pinin,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Pno1,ENSMUSG00000020116,Pno1,partner of NOB1 homolog,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pnpt1,ENSMUSG00000020464,Pnpt1,polyribonucleotide nucleotidyltransferase 1,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Poglut1,ENSMUSG00000034064,Poglut1,protein O-glucosyltransferase 1,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Pogz,ENSMUSG00000038902,Pogz,pogo transposable element with ZNF domain,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Poldip3,ENSMUSG00000041815,Poldip3,"polymerase (DNA-directed), delta interacting protein 3",no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Poll,ENSMUSG00000025218,Poll,"polymerase (DNA directed), lambda",no,no,no,no,no,YES,TRUE,FALSE,FALSE
Polr1a,ENSMUSG00000049553,Polr1a,polymerase (RNA) I polypeptide A,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Polr1c,ENSMUSG00000067148,Polr1c,polymerase (RNA) I polypeptide C,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Polr1e,ENSMUSG00000028318,Polr1e,polymerase (RNA) I polypeptide E,no,YES,no,YES,no,no,FALSE,FALSE,FALSE
Polr2a,ENSMUSG00000005198,Polr2a,polymerase (RNA) II (DNA directed) polypeptide A,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Polr2b,ENSMUSG00000029250,Polr2b,polymerase (RNA) II (DNA directed) polypeptide B,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Polr2d,ENSMUSG00000024258,Polr2d,polymerase (RNA) II (DNA directed) polypeptide D,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Polr2e,ENSMUSG00000004667,Polr2e,polymerase (RNA) II (DNA directed) polypeptide E,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Polr2j,ENSMUSG00000039771,Polr2j,polymerase (RNA) II (DNA directed) polypeptide J,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Polr3h,ENSMUSG00000022476,Polr3h,polymerase (RNA) III (DNA directed) polypeptide H,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Polrmt,ENSMUSG00000020329,Polrmt,polymerase (RNA) mitochondrial (DNA directed),no,no,no,YES,YES,no,TRUE,FALSE,FALSE
Pot1a,ENSMUSG00000029676,Pot1a,protection of telomeres 1A,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Pou5f1,ENSMUSG00000024406,Pou5f1,"POU domain, class 5, transcription factor 1",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ppan,ENSMUSG00000004100,Ppan,peter pan homolog (Drosophila),no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ppfibp1,ENSMUSG00000016487,Ppfibp1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Pphln1,ENSMUSG00000036167,Pphln1,periphilin 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Ppia,ENSMUSG00000071866,Ppia,peptidylprolyl isomerase A,YES,no,YES,no,no,no,TRUE,FALSE,FALSE
Ppib,ENSMUSG00000032383,Ppib,peptidylprolyl isomerase B,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Ppic,ENSMUSG00000024538,Ppic,peptidylprolyl isomerase C,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Ppid,ENSMUSG00000027804,Ppid,peptidylprolyl isomerase D (cyclophilin D),no,no,YES,no,no,YES,TRUE,FALSE,FALSE
Ppie,ENSMUSG00000028651,Ppie,peptidylprolyl isomerase E (cyclophilin E),no,no,YES,YES,YES,YES,TRUE,FALSE,FALSE
Ppif,ENSMUSG00000021868,Ppif,peptidylprolyl isomerase F (cyclophilin F),no,no,no,no,no,YES,TRUE,FALSE,FALSE
Ppig,ENSMUSG00000042133,Ppig,peptidyl-prolyl isomerase G (cyclophilin G),no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ppil4,ENSMUSG00000015757,Ppil4,peptidylprolyl isomerase (cyclophilin)-like 4,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Ppp1ca,ENSMUSG00000040385;ENSMUSG00000096994,Ppp1ca,"protein phosphatase 1, catalytic subunit, alpha isoform",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Ppp1r10,ENSMUSG00000039220,Ppp1r10,"protein phosphatase 1, regulatory subunit 10",no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Ppp1r12a,ENSMUSG00000019907,Ppp1r12a,"protein phosphatase 1, regulatory (inhibitor) subunit 12A",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ppp1r9b,ENSMUSG00000038976,Ppp1r9b,"protein phosphatase 1, regulatory subunit 9B",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ppp2r1b,ENSMUSG00000032058,Ppp2r1b,"protein phosphatase 2, regulatory subunit A, beta",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Ppwd1,ENSMUSG00000021713,Ppwd1,peptidylprolyl isomerase domain and WD repeat containing 1,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Pqbp1,ENSMUSG00000031157,Pqbp1,polyglutamine binding protein 1,no,no,no,YES,no,no,FALSE,FALSE,FALSE
Prc1,ENSMUSG00000038943,Prc1,protein regulator of cytokinesis 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prcc,ENSMUSG00000004895,Prcc,papillary renal cell carcinoma (translocation-associated),no,no,YES,no,no,no,FALSE,FALSE,FALSE
Prdm2,ENSMUSG00000057637,Prdm2,"PR domain containing 2, with ZNF domain",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prdx1,ENSMUSG00000028691,Prdx1,peroxiredoxin 1,no,no,YES,YES,YES,no,TRUE,FALSE,FALSE
Prdx2,ENSMUSG00000005161,Prdx2,peroxiredoxin 2,no,no,YES,no,YES,no,TRUE,FALSE,FALSE
Prdx4,ENSMUSG00000025289,Prdx4,peroxiredoxin 4,no,no,YES,no,YES,no,TRUE,FALSE,FALSE
Prdx6,ENSMUSG00000026701,Prdx6,peroxiredoxin 6,no,YES,YES,no,no,no,FALSE,FALSE,FALSE
Prkaca,ENSMUSG00000005469,Prkaca,"protein kinase, cAMP dependent, catalytic, alpha",no,YES,no,no,no,no,TRUE,TRUE,TRUE
Prkci,ENSMUSG00000037643,Prkci,"protein kinase C, iota",no,YES,no,no,no,no,TRUE,FALSE,FALSE
Prkra,ENSMUSG00000002731,Prkra,"protein kinase, interferon inducible double stranded RNA dependent activator",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Prkrip1,ENSMUSG00000039737,Prkrip1,Prkr interacting protein 1 (IL11 inducible),no,no,YES,no,no,no,FALSE,FALSE,FALSE
Prpf19,ENSMUSG00000024735,Prpf19,pre-mRNA processing factor 19,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Prpf3,ENSMUSG00000015748,Prpf3,pre-mRNA processing factor 3,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prpf31,ENSMUSG00000008373,Prpf31,pre-mRNA processing factor 31,no,YES,YES,YES,no,no,FALSE,FALSE,FALSE
Prpf38a,ENSMUSG00000063800,Prpf38a,PRP38 pre-mRNA processing factor 38 (yeast) domain containing A,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prpf38b,ENSMUSG00000027881,Prpf38b,PRP38 pre-mRNA processing factor 38 (yeast) domain containing B,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Prpf4,ENSMUSG00000066148,Prpf4,pre-mRNA processing factor 4,no,YES,no,no,no,YES,FALSE,FALSE,FALSE
Prpf40a,ENSMUSG00000061136,Prpf40a,pre-mRNA processing factor 40A,no,YES,no,no,YES,no,FALSE,FALSE,FALSE
Prpf4b,ENSMUSG00000021413,Prpf4b,pre-mRNA processing factor 4B,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Prpf6,ENSMUSG00000002455,Prpf6,pre-mRNA splicing factor 6,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prpf8,ENSMUSG00000020850,Prpf8,pre-mRNA processing factor 8,YES,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Prr12,ENSMUSG00000046574,Prr12,proline rich 12,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Prr3,ENSMUSG00000038500,Prr3,proline-rich polypeptide 3,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Prrc2a,ENSMUSG00000024393,Prrc2a,proline-rich coiled-coil 2A,YES,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Prrc2b,ENSMUSG00000039262,Prrc2b,proline-rich coiled-coil 2B,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Prrc2c,ENSMUSG00000040225,Prrc2c,proline-rich coiled-coil 2C,YES,no,YES,no,YES,YES,FALSE,FALSE,FALSE
Prss3,ENSMUSG00000071519,Prss3,"protease, serine 3",YES,no,no,no,no,no,FALSE,TRUE,FALSE
Psap,ENSMUSG00000004207,Psap,prosaposin,no,YES,YES,no,no,no,FALSE,TRUE,FALSE
Psip1,ENSMUSG00000028484,Psip1,PC4 and SFRS1 interacting protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Psma5,ENSMUSG00000068749,Psma5,"proteasome (prosome, macropain) subunit, alpha type 5",no,no,YES,no,no,no,TRUE,TRUE,TRUE
Psmd4,ENSMUSG00000005625,Psmd4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",no,no,YES,no,no,no,FALSE,TRUE,FALSE
Pspc1,ENSMUSG00000021938,Pspc1,paraspeckle protein 1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ptbp1,ENSMUSG00000006498,Ptbp1,polypyrimidine tract binding protein 1,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ptbp2,ENSMUSG00000028134,Ptbp2,polypyrimidine tract binding protein 2,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ptbp3,ENSMUSG00000028382,Ptbp3,polypyrimidine tract binding protein 3,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ptcd1,ENSMUSG00000029624,Ptcd1,pentatricopeptide repeat domain 1,no,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Ptcd2,ENSMUSG00000021650,Ptcd2,pentatricopeptide repeat domain 2,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Ptcd3,ENSMUSG00000063884,Ptcd3,pentatricopeptide repeat domain 3,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Ptdss1,ENSMUSG00000021518,Ptdss1,phosphatidylserine synthase 1,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Ptges3,ENSMUSG00000071072,Ptges3,prostaglandin E synthase 3 (cytosolic),no,no,YES,no,no,no,TRUE,TRUE,TRUE
Ptms,ENSMUSG00000030122,Ptms,parathymosin,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ptpn6,ENSMUSG00000004266,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6",no,no,YES,no,no,no,TRUE,FALSE,FALSE
Ptrh2,ENSMUSG00000072582,Ptrh2,peptidyl-tRNA hydrolase 2,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Puf60,ENSMUSG00000002524,Puf60,poly-U binding splicing factor 60,YES,YES,YES,no,YES,YES,FALSE,FALSE,FALSE
Pum1,ENSMUSG00000028580;ENSMUSG00000106966,Pum1,pumilio RNA-binding family member 1,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Pum2,ENSMUSG00000020594,Pum2,pumilio RNA-binding family member 2,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Pum3,ENSMUSG00000041360,Pum3,pumilio RNA-binding family member 3,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Pura,ENSMUSG00000043991,Pura,purine rich element binding protein A,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Purb,ENSMUSG00000094483,Purb,purine rich element binding protein B,YES,no,YES,no,YES,no,FALSE,FALSE,FALSE
Purg,ENSMUSG00000049184,Purg,purine-rich element binding protein G,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Pus7,ENSMUSG00000057541,Pus7,pseudouridylate synthase 7,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Pwp1,ENSMUSG00000001785,Pwp1,"PWP1 homolog, endonuclein",no,no,no,YES,no,no,FALSE,FALSE,FALSE
Pwp2,ENSMUSG00000032834,Pwp2,PWP2 periodic tryptophan protein homolog (yeast),YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Pycr2,ENSMUSG00000026520,Pycr2,"pyrroline-5-carboxylate reductase family, member 2",no,no,no,no,no,YES,TRUE,TRUE,TRUE
Pygb,ENSMUSG00000033059,Pygb,brain glycogen phosphorylase,no,no,no,no,YES,no,TRUE,FALSE,FALSE
Pygm,ENSMUSG00000032648,Pygm,muscle glycogen phosphorylase,no,no,no,no,YES,no,TRUE,TRUE,TRUE
Pym1,ENSMUSG00000064030,Pym1,"PYM homolog 1, exon junction complex associated factor",no,no,YES,YES,no,no,FALSE,FALSE,FALSE
Qk,ENSMUSG00000062078,Qk,quaking,no,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
R3hcc1l,ENSMUSG00000025184,R3hcc1l,R3H domain and coiled-coil containing 1 like,no,no,YES,no,no,no,FALSE,FALSE,FALSE
R3hdm1,ENSMUSG00000056211,R3hdm1,R3H domain containing 1,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
R3hdm2,ENSMUSG00000025404,R3hdm2,R3H domain containing 2,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rab11a,ENSMUSG00000004771,Rab11a,"RAB11A, member RAS oncogene family",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rab14,ENSMUSG00000026878,Rab14,"RAB14, member RAS oncogene family",no,YES,no,no,no,no,FALSE,TRUE,FALSE
Rab2b,ENSMUSG00000022159,Rab2b,"RAB2B, member RAS oncogene family",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rab6a,ENSMUSG00000030704,Rab6a,"RAB6A, member RAS oncogene family",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rab7,ENSMUSG00000079477,Rab7,"RAB7, member RAS oncogene family",no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rack1,ENSMUSG00000020372,Rack1,receptor for activated C kinase 1,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rad18,ENSMUSG00000030254,Rad18,RAD18 E3 ubiquitin protein ligase,no,YES,no,no,no,no,TRUE,FALSE,FALSE
Rad21,ENSMUSG00000022314,Rad21,RAD21 cohesin complex component,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rae1,ENSMUSG00000027509,Rae1,ribonucleic acid export 1,no,YES,no,no,no,no,FALSE,TRUE,FALSE
Rai14,ENSMUSG00000022246,Rai14,retinoic acid induced 14,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Raly,ENSMUSG00000027593,Raly,hnRNP-associated with lethal yellow,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Ran,ENSMUSG00000029430,Ran,"RAN, member RAS oncogene family",no,no,YES,no,no,no,FALSE,TRUE,FALSE
Ranbp1,ENSMUSG00000005732;ENSMUSG00000099164,Ranbp1,RAN binding protein 1,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Ranbp10,ENSMUSG00000037415,Ranbp10,RAN binding protein 10,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Ranbp2,ENSMUSG00000003226,Ranbp2,RAN binding protein 2,no,no,no,no,no,YES,FALSE,TRUE,FALSE
Rangap1,ENSMUSG00000022391,Rangap1,RAN GTPase activating protein 1,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rap1gap2,ENSMUSG00000038807,Rap1gap2,RAP1 GTPase activating protein 2,no,no,no,no,no,YES,FALSE,FALSE,FALSE
Rarg,ENSMUSG00000001288,Rarg,"retinoic acid receptor, gamma",no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rars,ENSMUSG00000018848,Rars,arginyl-tRNA synthetase,no,YES,no,no,YES,no,TRUE,FALSE,FALSE
Raver1,ENSMUSG00000010205,Raver1,"ribonucleoprotein, PTB-binding 1",YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbbp5,ENSMUSG00000026439,Rbbp5,retinoblastoma binding protein 5,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rbbp6,ENSMUSG00000030779,Rbbp6,retinoblastoma binding protein 6,no,YES,YES,no,YES,no,TRUE,FALSE,FALSE
Rbbp7,ENSMUSG00000031353,Rbbp7,retinoblastoma binding protein 7,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rbfox2,ENSMUSG00000033565,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",YES,YES,no,YES,YES,no,FALSE,FALSE,FALSE
Rbm10,ENSMUSG00000031060,Rbm10,RNA binding motif protein 10,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm12,ENSMUSG00000089824,Rbm12,RNA binding motif protein 12,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Rbm12b1,ENSMUSG00000046667,Rbm12b1,RNA binding motif protein 12 B1,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbm12b2,ENSMUSG00000052137,Rbm12b2,RNA binding motif protein 12 B2,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm14,ENSMUSG00000006456,Rbm14,RNA binding motif protein 14,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm15,ENSMUSG00000048109,Rbm15,RNA binding motif protein 15,YES,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm15b,ENSMUSG00000074102,Rbm15b,RNA binding motif protein 15B,no,no,YES,no,no,no,FALSE,FALSE,FALSE
Rbm17,ENSMUSG00000037197,Rbm17,RNA binding motif protein 17,no,YES,no,no,no,no,FALSE,FALSE,FALSE
Rbm19,ENSMUSG00000029594,Rbm19,RNA binding motif protein 19,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm20,ENSMUSG00000043639,Rbm20,RNA binding motif protein 20,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbm22,ENSMUSG00000024604,Rbm22,RNA binding motif protein 22,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm24,ENSMUSG00000038132,Rbm24,RNA binding motif protein 24,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbm25,ENSMUSG00000010608,Rbm25,RNA binding motif protein 25,no,YES,YES,no,YES,no,FALSE,FALSE,FALSE
Rbm26,ENSMUSG00000022119,Rbm26,RNA binding motif protein 26,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm27,ENSMUSG00000024491,Rbm27,RNA binding motif protein 27,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm28,ENSMUSG00000029701,Rbm28,RNA binding motif protein 28,YES,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm3,ENSMUSG00000031167,Rbm3,RNA binding motif protein 3,YES,YES,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm33,ENSMUSG00000048271,Rbm33,RNA binding motif protein 33,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbm34,ENSMUSG00000033931,Rbm34,RNA binding motif protein 34,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm38,ENSMUSG00000027510,Rbm38,RNA binding motif protein 38,YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbm39,ENSMUSG00000027620,Rbm39,RNA binding motif protein 39,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm4,ENSMUSG00000094936,Rbm4,RNA binding motif protein 4,no,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbm42,ENSMUSG00000036733,Rbm42,RNA binding motif protein 42,no,no,YES,no,YES,no,FALSE,FALSE,FALSE
Rbm45,ENSMUSG00000042369,Rbm45,RNA binding motif protein 45,no,YES,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm47,ENSMUSG00000070780,Rbm47,RNA binding motif protein 47,YES,no,YES,YES,no,no,FALSE,FALSE,FALSE
Rbm4b,ENSMUSG00000033760,Rbm4b,RNA binding motif protein 4B,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm5,ENSMUSG00000032580,Rbm5,RNA binding motif protein 5,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm6,ENSMUSG00000032582,Rbm6,RNA binding motif protein 6,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbm7,ENSMUSG00000042396,Rbm7,RNA binding motif protein 7,no,no,YES,YES,YES,no,FALSE,FALSE,FALSE
Rbms1,ENSMUSG00000026970,Rbms1,"RNA binding motif, single stranded interacting protein 1",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbms2,ENSMUSG00000040043,Rbms2,"RNA binding motif, single stranded interacting protein 2",YES,no,YES,YES,YES,YES,FALSE,FALSE,FALSE
Rbms3,ENSMUSG00000039607,Rbms3,"RNA binding motif, single stranded interacting protein",YES,no,no,no,YES,YES,FALSE,FALSE,FALSE
Rbmx,ENSMUSG00000031134,Rbmx,"RNA binding motif protein, X chromosome",YES,no,no,no,YES,no,FALSE,FALSE,FALSE
Rbmx2,ENSMUSG00000031107,Rbmx2,"RNA binding motif protein, X-linked 2",no,no,YES,no,no,no,FALSE,FALSE,FALSE
