EnsenbleProteinID,EnsenbleGeneID,Name,Type,RefSeqGeneID,RefSeqProteinID
ENSP00000489045,ENSG00000283088,AC010487.3,zf-C2H2,,
ENSP00000489646,ENSG00000165702,GFI1B,zf-C2H2,,XP_011517371; NP_001358837; XP_016870665; XP_011517370; XP_011517372; XP_016870664; NP_004179; NP_001128503; NP_001364233; XP_006717360; NP_001364234
ENSP00000489796,ENSG00000248483,POU5F2,Pou,NM_153216,NP_694948
ENSP00000489814,ENSG00000283463,HSFX4,HSF,NM_001351114,NP_001338043
ENSP00000490059,ENSG00000285447,ZNF883,zf-C2H2,,
ENSP00000490240,ENSG00000124203,ZNF831,zf-C2H2,NM_001384354,NP_001371283
ENSP00000490317,ENSG00000169554,ZEB2,zf-C2H2,,NP_055610; NP_001165124
ENSP00000490468,ENSG00000187772,LIN28B,CSD,,NP_001004317; XP_011534120; ; XP_006715540
ENSP00000490491,ENSG00000049618,ARID1B,ARID,NM_001371656,NP_001361757
ENSP00000490530,ENSG00000283321,AC019117.3,bHLH,,
ENSP00000490685,ENSG00000283516,AC022167.5,zf-LITAF-like,,NP_001382362; XP_011521084; XP_011521086; XP_011521085; NP_001382363
ENSP00000490842,ENSG00000175105,ZNF654,zf-C2H2,NM_001366097,NP_001337064; NP_001353022; NP_001353026; NP_001337063; NP_001337066; NP_001353024; NP_001337065; NP_001353025
ENSP00000490928,ENSG00000283697,HSFX3,HSF,NM_001323079,NP_001310008
ENSP00000491197,ENSG00000284484,AC025287.4,Homeobox,,
ENSP00000491301,ENSG00000282757,DUXB,Homeobox,NM_001351309,NP_001338236; NP_001338238
ENSP00000491567,ENSG00000213793,ZNF888,zf-C2H2,NM_001384656,NP_001371583; NP_001371581; NP_001297056; NP_001371585; NP_001371582; NP_001371584
ENSP00000491574,ENSG00000268041,AC010616.1,ETS,NM_001365103,NP_001352032
ENSP00000491599,ENSG00000283755,CPHXL,Homeobox,NM_001355613,NP_001342542
ENSP00000491638,ENSG00000141002,TCF25,TF_others,,XP_005256356; XP_011521259; XP_016878543; XP_011521260; XP_016878536; XP_011521262; XP_016878537; XP_016878538; XP_016878541; XP_005256355; XP_016878539; XP_016878544; XP_016878545; XP_011521261; XP_005256354; XP_011521258; XP_011521263; XP_016878540; XP_016878546; XP_016878547; NP_055787; XP_016878542
ENSP00000491740,ENSG00000213921,LEUTX,Homeobox,NM_001143832,NP_001369274
ENSP00000491782,ENSG00000106331,PAX4,PAX,,NP_001353039
ENSP00000491948,ENSG00000007372,PAX6,PAX,NM_001368892,NP_001355845; NP_001355844; NP_001355846
ENSP00000492202,ENSG00000241149,AC115220.1,zf-C2H2,,
ENSP00000492766,ENSG00000248767,AC187653.1,Fork_head,NM_001374838,NP_001361767
ENSP00000492790,ENSG00000214534,ZNF705E,zf-C2H2,NM_001278713,NP_001265642
ENSP00000492887,ENSG00000284691,AC073111.5,zf-C2H2,,
ENSP00000492983,ENSG00000141905,NFIC,CTF/NFI,,XP_016882324; NP_001231933; NP_001231934; NP_005588; XP_016882325; ; NP_001231931; XP_006722822; XP_005259621; XP_016882323; NP_995315
ENSP00000493184,ENSG00000204060,FOXO6,Fork_head,,NP_001278210
